,Sl_no,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max Price (Rs./Quintal),Modal_Price,Price_Date
359,360,Pune,Pune,Wheat,Sharbati,FAQ,3900,4500,4250,2021-03-06
1269,1270,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1900,1750,2021-03-07
1173,1174,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1700,1951,1811,2021-03-08
2264,2265,Pune,Shirur,Wheat,Other,FAQ,1300,1800,1775,2021-03-09
2381,2382,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-03-10
2155,2156,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-03-11
2273,2274,Pune,Shirur,Wheat,Other,FAQ,1500,1900,1550,2021-03-12
2167,2168,Pune,Pune,Wheat,Sharbati,FAQ,3900,4500,4250,2021-03-13
2748,2749,Pune,Shirur,Wheat,Other,FAQ,1300,1925,1600,2021-03-14
3067,3068,Pune,Pune,Wheat,Sharbati,FAQ,4000,4700,4400,2021-03-15
1932,1933,Pune,Pune,Wheat,Sharbati,FAQ,3900,4600,4300,2021-03-16
2532,2533,Pune,Shirur,Wheat,Other,FAQ,1400,1850,1800,2021-03-20
2451,2452,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,1925,1850,2021-03-21
476,477,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1760,2051,1880,2021-03-22
1526,1527,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4300,2021-03-23
1512,1513,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-03-24
109,110,Pune,Baramati,Wheat,Kalyan,FAQ,1600,1901,1741,2021-03-25
2431,2432,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-03-26
1953,1954,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-03-27
2269,2270,Pune,Shirur,Wheat,Other,FAQ,1400,1800,1625,2021-03-28
2169,2170,Pune,Pune,Wheat,Sharbati,FAQ,4000,4300,4200,2021-03-29
1771,1772,Pune,Shirur,Wheat,Other,FAQ,1650,1800,1700,2021-03-30
1355,1356,Pune,Pune,Wheat,Sharbati,FAQ,4000,4600,4350,2021-03-31
1557,1558,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,1900,1700,2021-04-01
2552,2553,Pune,Pune,Wheat,Sharbati,FAQ,3900,4500,4250,2021-04-02
2380,2381,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-04-03
1558,1559,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,1900,1750,2021-04-04
2154,2155,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-04-05
1067,1068,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-04-06
1062,1063,Pune,Pune,Wheat,Sharbati,FAQ,3700,4700,4250,2021-04-07
1428,1429,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2000,1770,2021-04-08
2756,2757,Pune,Shirur,Wheat,Other,FAQ,1600,1850,1775,2021-04-09
3188,3189,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1625,2000,1750,2021-04-11
144,145,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1800,2451,1900,2021-04-12
2527,2528,Pune,Shirur,Wheat,Other,FAQ,1300,1711,1700,2021-04-13
1918,1919,Pune,Pune,Wheat,Sharbati,FAQ,3700,4800,4300,2021-04-14
3191,3192,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2000,1850,2021-04-15
2628,2629,Pune,Pune,Wheat,Sharbati,FAQ,3750,4950,4400,2021-04-16
617,618,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2000,1850,2021-04-18
2692,2693,Pune,Pune,Wheat,Sharbati,FAQ,3700,5100,4450,2021-04-19
2147,2148,Pune,Pune,Wheat,Sharbati,FAQ,3600,5200,4450,2021-04-20
1458,1459,Pune,Nira(Saswad),Wheat,Other,FAQ,1926,2550,2237,2021-04-21
2323,2324,Pune,Shirur,Wheat,Other,FAQ,1700,1750,1700,2021-04-22
2386,2387,Pune,Pune,Wheat,Sharbati,FAQ,3800,5200,4550,2021-04-23
1886,1887,Pune,Nira(Saswad),Wheat,Other,FAQ,1926,2555,2200,2021-04-24
783,784,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2050,1850,2021-04-25
482,483,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1850,2241,1950,2021-04-26
1979,1980,Pune,Pune,Wheat,Sharbati,FAQ,4000,5300,4700,2021-04-27
3285,3286,Pune,Pune,Wheat,Sharbati,FAQ,4000,5300,4700,2021-04-28
2168,2169,Pune,Pune,Wheat,Sharbati,FAQ,3900,5100,4550,2021-04-29
2422,2423,Pune,Pune,Wheat,Sharbati,FAQ,3700,4900,4350,2021-04-30
662,663,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,1875,1800,2021-05-02
3137,3138,Pune,Baramati,Wheat,Kalyan,FAQ,1700,1850,1790,2021-05-03
1327,1328,Pune,Pune,Wheat,Sharbati,FAQ,3600,5000,4350,2021-05-04
1475,1476,Pune,Pune,Wheat,Sharbati,FAQ,3600,5000,4350,2021-05-05
618,619,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2050,1800,2021-05-06
1901,1902,Pune,Pune,Wheat,Sharbati,FAQ,3500,4900,4250,2021-05-07
781,782,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2000,1800,2021-05-09
2366,2367,Pune,Pune,Wheat,Sharbati,FAQ,3600,5000,4350,2021-05-10
2906,2907,Pune,Pune,Wheat,Sharbati,FAQ,3600,5000,4350,2021-05-11
2344,2345,Pune,Nira(Saswad),Wheat,Other,FAQ,1951,2551,2251,2021-05-12
2942,2943,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,1900,1775,2021-05-13
1503,1504,Pune,Pune,Wheat,Sharbati,FAQ,3600,5400,4550,2021-05-14
1850,1851,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2000,1700,2021-05-16
2644,2645,Pune,Pune,Wheat,Sharbati,FAQ,3800,5500,4700,2021-05-17
3108,3109,Pune,Shirur,Wheat,Other,FAQ,1500,1525,1525,2021-05-18
1933,1934,Pune,Pune,Wheat,Sharbati,FAQ,3900,5400,4700,2021-05-19
478,479,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1801,1900,1825,2021-05-20
1343,1344,Pune,Pune,Wheat,Sharbati,FAQ,3800,5100,4500,2021-05-21
1797,1798,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2051,1800,2021-05-23
2877,2878,Pune,Indapur,Wheat,Maharashtra 2189,FAQ,1400,2351,1800,2021-05-24
2823,2824,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4650,2021-05-25
1087,1088,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4650,2021-05-26
416,417,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1800,2311,1950,2021-05-27
1978,1979,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4650,2021-05-28
3194,3195,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2100,1750,2021-05-30
2859,2860,Pune,Shirur,Wheat,Other,FAQ,1500,1850,1600,2021-05-31
1076,1077,Pune,Pune,Wheat,Sharbati,FAQ,3900,5100,4550,2021-06-01
1344,1345,Pune,Pune,Wheat,Sharbati,FAQ,3800,5200,4550,2021-06-02
2443,2444,Pune,Pune,Wheat,Sharbati,FAQ,4000,5300,4700,2021-06-03
1944,1945,Pune,Pune,Wheat,Sharbati,FAQ,4000,5300,4700,2021-06-04
3066,3067,Pune,Pune,Wheat,Sharbati,FAQ,3900,5200,4600,2021-06-05
1273,1274,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1675,2000,1700,2021-06-06
1332,1333,Pune,Pune,Wheat,Sharbati,FAQ,3700,5000,4400,2021-06-07
2528,2529,Pune,Shirur,Wheat,Other,FAQ,1400,1500,1500,2021-06-08
565,566,Pune,Pune,Wheat,Sharbati,FAQ,3900,5200,4600,2021-06-09
1405,1406,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1760,2231,1770,2021-06-10
3105,3106,Pune,Shirur,Wheat,Other,FAQ,1400,1800,1500,2021-06-11
1127,1128,Pune,Pune,Wheat,Sharbati,FAQ,3800,5200,4550,2021-06-12
500,501,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,1900,1700,2021-06-13
2918,2919,Pune,Pune,Wheat,Sharbati,FAQ,3800,5000,4450,2021-06-14
730,731,Pune,Shirur,Wheat,Other,FAQ,1500,1800,1675,2021-06-15
1073,1074,Pune,Pune,Wheat,Sharbati,FAQ,3800,5300,4600,2021-06-16
2643,2644,Pune,Pune,Wheat,Sharbati,FAQ,3800,5000,4450,2021-06-17
729,730,Pune,Shirur,Wheat,Other,FAQ,1500,1775,1750,2021-06-18
2688,2689,Pune,Pune,Wheat,Sharbati,FAQ,3600,4800,4250,2021-06-19
2449,2450,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1625,1901,1750,2021-06-20
850,851,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1711,2400,1740,2021-06-21
1958,1959,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4350,2021-06-22
1917,1918,Pune,Pune,Wheat,Sharbati,FAQ,3700,4700,4250,2021-06-23
661,662,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1625,1950,1700,2021-06-24
1314,1315,Pune,Pune,Wheat,Sharbati,FAQ,2200,3000,2650,2021-06-25
3328,3329,Pune,Shirur,Wheat,Other,FAQ,1400,1800,1500,2021-06-26
778,779,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,2000,1670,2021-06-27
822,823,Pune,Baramati,Wheat,Kalyan,FAQ,1600,1765,1750,2021-06-28
560,561,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4350,2021-06-29
3074,3075,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4550,2021-06-30
2703,2704,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4350,2021-07-01
2303,2304,Pune,Shirur,Wheat,Other,FAQ,1150,1600,1550,2021-07-02
2673,2674,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2021-07-03
1268,1269,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1800,1650,2021-07-04
3039,3040,Pune,Pune,Wheat,Sharbati,FAQ,3600,4700,4200,2021-07-05
2623,2624,Pune,Pune,Wheat,Sharbati,FAQ,3600,4700,4200,2021-07-06
1055,1056,Pune,Pune,Wheat,Sharbati,FAQ,3500,5000,4300,2021-07-07
332,333,Pune,Pune,Wheat,Sharbati,FAQ,3500,5000,4300,2021-07-08
1323,1324,Pune,Pune,Wheat,Sharbati,FAQ,3500,5200,4400,2021-07-09
1056,1057,Pune,Pune,Wheat,Sharbati,FAQ,3500,5200,4400,2021-07-10
1553,1554,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1825,1660,2021-07-11
747,748,Pune,Shirur,Wheat,Other,FAQ,1400,1600,1600,2021-07-12
2907,2908,Pune,Pune,Wheat,Sharbati,FAQ,3600,5000,4350,2021-07-13
3031,3032,Pune,Pune,Wheat,Sharbati,FAQ,3500,4800,4200,2021-07-14
1178,1179,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1755,2201,1770,2021-07-15
3050,3051,Pune,Pune,Wheat,Sharbati,FAQ,3700,5000,4400,2021-07-17
2188,2189,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1850,1700,2021-07-18
1680,1681,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1780,2001,1800,2021-07-19
1141,1142,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4550,2021-07-20
3073,3074,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4550,2021-07-21
852,853,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1750,2051,1760,2021-07-22
2717,2718,Pune,Pune,Wheat,Sharbati,FAQ,4000,4900,4500,2021-07-23
2173,2174,Pune,Pune,Wheat,Sharbati,FAQ,4000,4900,4500,2021-07-24
779,780,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,1911,1700,2021-07-25
412,413,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1760,2251,1800,2021-07-26
1147,1148,Pune,Pune,Wheat,Sharbati,FAQ,4200,5100,4700,2021-07-27
2655,2656,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4550,2021-07-28
409,410,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1751,2096,1800,2021-07-29
2274,2275,Pune,Shirur,Wheat,Other,FAQ,1550,1600,1550,2021-07-30
562,563,Pune,Pune,Wheat,Sharbati,FAQ,3800,5000,4450,2021-07-31
614,615,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1900,1700,2021-08-01
1240,1241,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1751,2000,1800,2021-08-02
2438,2439,Pune,Pune,Wheat,Sharbati,FAQ,4000,4700,4400,2021-08-03
3061,3062,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4350,2021-08-04
928,929,Pune,Baramati,Wheat,Kalyan,FAQ,1651,1774,1751,2021-08-05
2040,2041,Pune,Shirur,Wheat,Other,FAQ,1400,1650,1575,2021-08-06
1763,1764,Pune,Shirur,Wheat,Other,FAQ,1400,1900,1600,2021-08-07
2448,2449,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1821,1700,2021-08-08
1373,1374,Pune,Baramati,Wheat,Kalyan,FAQ,1700,1755,1750,2021-08-09
3253,3254,Pune,Pune,Wheat,Sharbati,FAQ,3500,4600,4100,2021-08-10
1462,1463,Pune,Pune,Wheat,Sharbati,FAQ,3400,4500,4000,2021-08-11
907,908,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1760,2000,1800,2021-08-12
2668,2669,Pune,Pune,Wheat,Sharbati,FAQ,3200,4300,3800,2021-08-13
2125,2126,Pune,Pune,Wheat,Sharbati,FAQ,3200,4300,3800,2021-08-14
2190,2191,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1900,1750,2021-08-15
2670,2671,Pune,Pune,Wheat,Sharbati,FAQ,3400,4500,4000,2021-08-16
2143,2144,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4100,2021-08-17
1051,1052,Pune,Pune,Wheat,Sharbati,FAQ,3500,4700,4150,2021-08-18
276,277,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2000,1730,2021-08-19
2681,2682,Pune,Pune,Wheat,Sharbati,FAQ,3500,5000,4300,2021-08-20
3012,3013,Pune,Shirur,Wheat,Other,FAQ,1200,1650,1500,2021-08-21
3190,3191,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,1901,1730,2021-08-22
1374,1375,Pune,Baramati,Wheat,Kalyan,FAQ,1700,1790,1750,2021-08-23
3110,3111,Pune,Shirur,Wheat,Other,FAQ,1500,1700,1600,2021-08-24
1058,1059,Pune,Pune,Wheat,Sharbati,FAQ,3600,4400,4050,2021-08-25
142,143,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1760,2025,1800,2021-08-26
2137,2138,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4050,2021-08-27
2108,2109,Pune,Shirur,Wheat,Other,FAQ,1400,1800,1600,2021-08-28
780,781,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2001,1750,2021-08-29
1181,1182,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1780,2000,1800,2021-08-30
2707,2708,Pune,Pune,Wheat,Sharbati,FAQ,3900,4500,4250,2021-08-31
2266,2267,Pune,Shirur,Wheat,Other,FAQ,1400,1625,1600,2021-09-01
2710,2711,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4250,2021-09-02
3057,3058,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2021-09-03
1728,1729,Pune,Shirur,Wheat,Other,FAQ,1500,1700,1600,2021-09-04
1272,1273,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2000,1750,2021-09-05
418,419,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1835,2251,1850,2021-09-06
3018,3019,Pune,Shirur,Wheat,Other,FAQ,1500,1760,1600,2021-09-07
1070,1071,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2021-09-08
171,172,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,1850,1750,2021-09-09
2170,2171,Pune,Pune,Wheat,Sharbati,FAQ,4000,4400,4250,2021-09-10
2383,2384,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2021-09-11
1270,1271,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1925,1775,2021-09-12
1655,1656,Pune,Baramati,Wheat,Kalyan,FAQ,1700,1840,1825,2021-09-13
348,349,Pune,Pune,Wheat,Sharbati,FAQ,3800,4300,4100,2021-09-14
2652,2653,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4300,2021-09-15
59,60,Pune,Baramati,Wheat,Kalyan,FAQ,1600,1840,1820,2021-09-16
2683,2684,Pune,Pune,Wheat,Sharbati,FAQ,3600,4100,3900,2021-09-17
2983,2984,Pune,Pune,Wheat,Sharbati,FAQ,3500,4000,3900,2021-09-18
1733,1734,Pune,Shirur,Wheat,Other,FAQ,1600,1700,1700,2021-09-19
3044,3045,Pune,Pune,Wheat,Sharbati,FAQ,3700,4200,4000,2021-09-20
2597,2598,Pune,Shirur,Wheat,Other,FAQ,1500,1750,1611,2021-09-21
2140,2141,Pune,Pune,Wheat,Sharbati,FAQ,3600,4200,3950,2021-09-22
2110,2111,Pune,Shirur,Wheat,Other,FAQ,1400,1900,1550,2021-09-23
3106,3107,Pune,Shirur,Wheat,Other,FAQ,1400,2050,1800,2021-09-24
2311,2312,Pune,Shirur,Wheat,Other,FAQ,1400,1750,1500,2021-09-25
1726,1727,Pune,Shirur,Wheat,Other,FAQ,1400,1900,1725,2021-09-26
386,387,Pune,Baramati,Wheat,Kalyan,FAQ,1700,1775,1755,2021-09-27
3327,3328,Pune,Shirur,Wheat,Other,FAQ,1400,1750,1650,2021-09-28
2687,2688,Pune,Pune,Wheat,Sharbati,FAQ,3600,4500,4100,2021-09-29
277,278,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2000,1750,2021-09-30
2041,2042,Pune,Shirur,Wheat,Other,FAQ,1400,1650,1600,2021-10-01
1761,1762,Pune,Shirur,Wheat,Other,FAQ,1400,1700,1600,2021-10-02
2195,2196,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2000,1775,2021-10-03
929,930,Pune,Baramati,Wheat,Kalyan,FAQ,1700,1765,1750,2021-10-04
1724,1725,Pune,Shirur,Wheat,Other,FAQ,1400,1750,1600,2021-10-05
1514,1515,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4250,2021-10-06
2746,2747,Pune,Shirur,Wheat,Other,FAQ,1300,1700,1625,2021-10-07
2263,2264,Pune,Shirur,Wheat,Other,FAQ,1200,1800,1500,2021-10-08
557,558,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4050,2021-10-09
1795,1796,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2000,1750,2021-10-10
2111,2112,Pune,Shirur,Wheat,Other,FAQ,1400,2000,1650,2021-10-12
1119,1120,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4200,2021-10-13
749,750,Pune,Shirur,Wheat,Other,FAQ,1400,2000,1550,2021-10-14
2364,2365,Pune,Pune,Wheat,Sharbati,FAQ,3600,4600,4150,2021-10-15
1762,1763,Pune,Shirur,Wheat,Other,FAQ,1400,1700,1600,2021-10-16
1851,1852,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,1850,1720,2021-10-17
3322,3323,Pune,Shirur,Wheat,Other,FAQ,1300,1750,1500,2021-10-18
1474,1475,Pune,Pune,Wheat,Sharbati,FAQ,3600,4600,4150,2021-10-19
340,341,Pune,Pune,Wheat,Sharbati,FAQ,3600,4600,4150,2021-10-20
992,993,Pune,Baramati,Wheat,Kalyan,FAQ,1800,1900,1850,2021-10-21
1054,1055,Pune,Pune,Wheat,Sharbati,FAQ,3500,5000,4250,2021-10-22
3254,3255,Pune,Pune,Wheat,Sharbati,FAQ,3500,5000,4250,2021-10-23
723,724,Pune,Shirur,Wheat,Other,FAQ,1400,1650,1500,2021-10-24
3166,3167,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1900,2201,2000,2021-10-25
2677,2678,Pune,Pune,Wheat,Sharbati,FAQ,3500,4600,4100,2021-10-26
2133,2134,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4000,2021-10-27
2787,2788,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,2100,1800,2021-10-28
3251,3252,Pune,Pune,Wheat,Sharbati,FAQ,3500,4500,4000,2021-10-29
2307,2308,Pune,Shirur,Wheat,Other,FAQ,1350,1700,1625,2021-10-30
2275,2276,Pune,Shirur,Wheat,Other,FAQ,1600,1650,1600,2021-10-31
2419,2420,Pune,Pune,Wheat,Sharbati,FAQ,3700,4600,4150,2021-11-01
1916,1917,Pune,Pune,Wheat,Sharbati,FAQ,3700,4600,4150,2021-11-02
3040,3041,Pune,Pune,Wheat,Sharbati,FAQ,3600,4800,4200,2021-11-03
1427,1428,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,1851,1750,2021-11-04
3239,3240,Pune,Pune,Wheat,Other,FAQ,2400,3000,2700,2021-11-05
3189,3190,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1650,1900,1750,2021-11-07
3270,3271,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4300,2021-11-08
602,603,Pune,Shirur,Wheat,Other,FAQ,1200,1900,1650,2021-11-09
1495,1496,Pune,Pune,Wheat,Sharbati,FAQ,3500,4700,4100,2021-11-10
344,345,Pune,Pune,Wheat,Sharbati,FAQ,3700,4900,4300,2021-11-11
2306,2307,Pune,Shirur,Wheat,Other,FAQ,1350,1600,1400,2021-11-12
2420,2421,Pune,Pune,Wheat,Sharbati,FAQ,3700,4900,4300,2021-11-13
1554,1555,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1600,1951,1815,2021-11-14
84,85,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1881,2325,1900,2021-11-15
1517,1518,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4300,2021-11-16
1036,1037,Pune,Nira(Saswad),Wheat,Other,FAQ,1961,2600,2280,2021-11-17
1637,1638,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1865,2401,1950,2021-11-18
3096,3097,Pune,Shirur,Wheat,Other,FAQ,1200,1725,1600,2021-11-19
2978,2979,Pune,Pune,Wheat,Sharbati,FAQ,2500,3200,2850,2021-11-20
3193,3194,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2001,1850,2021-11-21
1894,1895,Pune,Pune,Wheat,Other,FAQ,2450,3200,2850,2021-11-22
2405,2406,Pune,Pune,Wheat,Sharbati,FAQ,3550,4500,4050,2021-11-23
545,546,Pune,Nira(Saswad),Wheat,Other,FAQ,1730,2300,2015,2021-11-24
1853,1854,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2000,1840,2021-11-25
2664,2665,Pune,Pune,Wheat,Sharbati,FAQ,2450,3200,2850,2021-11-26
2267,2268,Pune,Shirur,Wheat,Other,FAQ,1400,1700,1500,2021-11-27
2455,2456,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1750,2200,1850,2021-11-28
2075,2076,Pune,Shirur,Wheat,Other,FAQ,1600,1650,1600,2021-11-29
2759,2760,Pune,Shirur,Wheat,Other,FAQ,1700,1800,1750,2021-11-30
211,212,Pune,Nira(Saswad),Wheat,Other,FAQ,1950,2300,2125,2021-12-01
3016,3017,Pune,Shirur,Wheat,Other,FAQ,1400,1700,1500,2021-12-02
2596,2597,Pune,Shirur,Wheat,Other,FAQ,1500,1600,1600,2021-12-03
2495,2496,Pune,Pune,Wheat,Sharbati,FAQ,2500,3200,2850,2021-12-04
1275,1276,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,1951,1800,2021-12-05
389,390,Pune,Baramati,Wheat,Kalyan,FAQ,1800,1950,1880,2021-12-06
320,321,Pune,Pune,Wheat,Sharbati,FAQ,3600,4300,4000,2021-12-07
1478,1479,Pune,Nira(Saswad),Wheat,Other,FAQ,1950,2400,2175,2021-12-08
911,912,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1966,2400,2000,2021-12-09
1529,1530,Pune,Pune,Wheat,Sharbati,FAQ,4000,4700,4350,2021-12-10
3317,3318,Pune,Pune,Wheat,Sharbati,FAQ,7500,9600,8550,2021-12-11
2743,2744,Pune,Shirur,Wheat,Other,FAQ,1200,2051,1500,2021-12-12
935,936,Pune,Baramati,Wheat,Kalyan,FAQ,1900,2000,1960,2021-12-13
579,580,Pune,Pune,Wheat,Sharbati,FAQ,4200,4600,4400,2021-12-14
3069,3070,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4400,2021-12-15
1641,1642,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1980,2300,2100,2021-12-16
3041,3042,Pune,Pune,Wheat,Sharbati,FAQ,3600,4800,4200,2021-12-17
748,749,Pune,Shirur,Wheat,Other,FAQ,1400,1750,1600,2021-12-18
1274,1275,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,1851,1800,2021-12-19
3140,3141,Pune,Baramati,Wheat,Kalyan,FAQ,1800,1990,1970,2021-12-20
2525,2526,Pune,Shirur,Wheat,Other,FAQ,1300,1400,1400,2021-12-21
1456,1457,Pune,Nira(Saswad),Wheat,Other,FAQ,1850,2450,2200,2021-12-22
864,865,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1960,2701,2000,2021-12-23
342,343,Pune,Pune,Wheat,Sharbati,FAQ,3600,4800,4200,2021-12-24
2146,2147,Pune,Pune,Wheat,Sharbati,FAQ,3600,4800,4200,2021-12-25
2199,2200,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1700,2221,1850,2021-12-26
1725,1726,Pune,Shirur,Wheat,Other,FAQ,1400,1850,1700,2021-12-27
2138,2139,Pune,Pune,Wheat,Sharbati,FAQ,3500,5000,4250,2021-12-28
649,650,Pune,Nira(Saswad),Wheat,Other,FAQ,1900,2600,2250,2021-12-29
1243,1244,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,1990,2499,2200,2021-12-30
2374,2375,Pune,Pune,Wheat,Sharbati,FAQ,3700,4800,4250,2021-12-31
2413,2414,Pune,Pune,Wheat,Sharbati,FAQ,3600,4800,4200,2022-01-01
3111,3112,Pune,Shirur,Wheat,Other,FAQ,1500,1800,1650,2022-01-02
2534,2535,Pune,Shirur,Wheat,Other,FAQ,1500,1850,1600,2022-01-03
1104,1105,Pune,Pune,Wheat,Sharbati,FAQ,3600,4800,4200,2022-01-04
546,547,Pune,Nira(Saswad),Wheat,Other,FAQ,1950,2700,2100,2022-01-05
1223,1224,Pune,Baramati,Wheat,Kalyan,FAQ,1900,2050,1960,2022-01-06
2078,2079,Pune,Shirur,Wheat,Other,FAQ,1700,1900,1750,2022-01-07
752,753,Pune,Shirur,Wheat,Other,FAQ,1500,1800,1711,2022-01-08
2594,2595,Pune,Shirur,Wheat,Other,FAQ,1400,1900,1900,2022-01-09
1957,1958,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4300,2022-01-10
2855,2856,Pune,Shirur,Wheat,Other,FAQ,1400,2000,1900,2022-01-11
1069,1070,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4200,2022-01-12
