,Sl_no,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max Price (Rs./Quintal),Modal_Price,Price_Date
2518,2519,Pune,Pune,Wheat,Sharbati,FAQ,4600,5400,5000,2022-11-18
2020,2021,Pune,Pune,Wheat,Sharbati,FAQ,4500,5200,4850,2022-11-19
2480,2481,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2300,2851,2600,2022-11-20
2011,2012,Pune,Pune,Wheat,Sharbati,FAQ,4300,5000,4650,2022-11-21
2007,2008,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2022-11-22
2503,2504,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2022-11-23
803,804,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2300,2575,2550,2022-11-24
3119,3120,Pune,Shirur,Wheat,Other,FAQ,2000,2700,2600,2022-11-25
2726,2727,Pune,Pune,Wheat,Sharbati,FAQ,4400,5400,4900,2022-11-26
2811,2812,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2900,2560,2022-11-27
376,377,Pune,Pune,Wheat,Sharbati,FAQ,4200,5400,4800,2022-11-28
1943,1944,Pune,Pune,Wheat,Sharbati,FAQ,4000,5300,4650,2022-11-30
1821,1822,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2200,3000,2500,2022-12-01
2993,2994,Pune,Pune,Wheat,Sharbati,FAQ,4200,5500,4850,2022-12-02
2832,2833,Pune,Pune,Wheat,Sharbati,FAQ,4200,5400,4800,2022-12-03
517,518,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2850,2560,2022-12-04
1213,1214,Pune,Baramati,Wheat,Kalyan,FAQ,1751,2751,2631,2022-12-05
1312,1313,Pune,Nira(Saswad),Wheat,Other,FAQ,2500,3200,2850,2022-12-07
2440,2441,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2022-12-08
356,357,Pune,Pune,Wheat,Sharbati,FAQ,3800,5200,4500,2022-12-09
208,209,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,2100,3000,2500,2022-12-10
1883,1884,Pune,Indapur(Bhigwan),Wheat,Other,FAQ,2600,3000,2700,2022-12-11
975,976,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2560,3001,2721,2022-12-12
371,372,Pune,Pune,Wheat,Sharbati,FAQ,4000,5500,4750,2022-12-14
537,538,Pune,Indapur,Wheat,Other,FAQ,2200,3301,2700,2022-12-15
2506,2507,Pune,Pune,Wheat,Sharbati,FAQ,4200,5500,4850,2022-12-17
2821,2822,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2200,3051,2500,2022-12-18
33,34,Pune,Baramati,Wheat,Kalyan,FAQ,2100,2676,2600,2022-12-19
1750,1751,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2022-12-20
2392,2393,Pune,Nira(Saswad),Wheat,Other,FAQ,2900,3500,3200,2022-12-21
3157,3158,Pune,Baramati,Wheat,Kalyan,FAQ,2500,2751,2731,2022-12-22
2574,2575,Pune,Pune,Wheat,Sharbati,FAQ,4400,5000,4700,2022-12-23
3295,3296,Pune,Pune,Wheat,Sharbati,FAQ,4400,5000,4700,2022-12-24
3299,3300,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2022-12-26
1893,1894,Pune,Nira(Saswad),Wheat,Other,FAQ,3000,3600,3300,2022-12-28
3154,3155,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2711,2700,2022-12-29
2990,2991,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2022-12-30
2575,2576,Pune,Pune,Wheat,Sharbati,FAQ,4400,5000,4700,2022-12-31
1289,1290,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2200,2750,2600,2023-01-01
608,609,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2600,3050,2730,2023-01-02
377,378,Pune,Pune,Wheat,Sharbati,FAQ,4400,5000,4700,2023-01-03
586,587,Pune,Pune,Wheat,Sharbati,FAQ,4400,5000,4700,2023-01-04
2584,2585,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2023-01-07
2964,2965,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2300,3300,2651,2023-01-08
469,470,Pune,Baramati,Wheat,Kalyan,FAQ,2300,2751,2700,2023-01-09
2838,2839,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2023-01-11
1448,1449,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2300,3300,2800,2023-01-12
2300,2301,Pune,Pune,Wheat,Sharbati,FAQ,4700,5200,4950,2023-01-14
522,523,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2151,3100,2800,2023-01-15
436,437,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2700,3100,2900,2023-01-16
3005,3006,Pune,Pune,Wheat,Sharbati,FAQ,4700,5200,4950,2023-01-17
1881,1882,Pune,Indapur,Wheat,Other,FAQ,2200,3151,2200,2023-01-19
3316,3317,Pune,Pune,Wheat,Sharbati,FAQ,4900,5200,5050,2023-01-21
1823,1824,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2300,3000,2800,2023-01-22
2340,2341,Pune,Indapur,Wheat,Other,FAQ,2500,3421,2700,2023-01-23
3010,3011,Pune,Pune,Wheat,Sharbati,FAQ,4900,5200,5050,2023-01-24
2029,2030,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5000,2023-01-25
2820,2821,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2200,3000,2600,2023-01-26
2737,2738,Pune,Pune,Wheat,Sharbati,FAQ,4700,5000,4850,2023-01-27
2001,2002,Pune,Pune,Wheat,Sharbati,FAQ,4700,5000,4850,2023-01-28
2483,2484,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2300,3200,2625,2023-01-29
1844,1845,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2600,3251,3000,2023-01-30
2729,2730,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2023-01-31
1988,1989,Pune,Pune,Wheat,Sharbati,FAQ,4300,5000,4650,2023-02-01
2727,2728,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2023-02-02
2017,2018,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2023-02-03
2018,2019,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2023-02-04
800,801,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2200,2875,2600,2023-02-05
2096,2097,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2023-02-06
2245,2246,Pune,Pune,Wheat,Sharbati,FAQ,4500,5400,4950,2023-02-07
2021,2022,Pune,Pune,Wheat,Sharbati,FAQ,4500,5400,4950,2023-02-08
1749,1750,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2023-02-09
2012,2013,Pune,Pune,Wheat,Sharbati,FAQ,4300,5400,4850,2023-02-10
2834,2835,Pune,Pune,Wheat,Sharbati,FAQ,4300,5400,4850,2023-02-11
1291,1292,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2200,2900,2900,2023-02-12
406,407,Pune,Baramati,Wheat,Kalyan,FAQ,2400,2675,2550,2023-02-13
1711,1712,Pune,Pune,Wheat,Sharbati,FAQ,4600,5500,5050,2023-02-14
2494,2495,Pune,Nira(Saswad),Wheat,Other,FAQ,2900,3600,3250,2023-02-15
240,241,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2400,2350,2023-02-16
3296,3297,Pune,Pune,Wheat,Sharbati,FAQ,4400,5300,4850,2023-02-17
2026,2027,Pune,Pune,Wheat,Sharbati,FAQ,4600,5500,5050,2023-02-18
2490,2491,Pune,Indapur(Bhigwan),Wheat,Other,FAQ,2000,3001,2250,2023-02-19
2087,2088,Pune,Pune,Wheat,Sharbati,FAQ,4400,5300,4850,2023-02-20
2511,2512,Pune,Pune,Wheat,Sharbati,FAQ,4400,5300,4850,2023-02-21
3237,3238,Pune,Nira(Saswad),Wheat,Other,FAQ,3000,3500,3250,2023-02-22
299,300,Pune,Indapur,Wheat,Maharashtra 2189,FAQ,2351,2851,2800,2023-02-23
2295,2296,Pune,Pune,Wheat,Sharbati,FAQ,4400,5300,4850,2023-02-24
2761,2762,Pune,Shirur,Wheat,Other,FAQ,2000,2500,2200,2023-02-25
1579,1580,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2600,2475,2023-02-26
2084,2085,Pune,Shirur,Wheat,Other,FAQ,2121,2500,2121,2023-02-27
3288,3289,Pune,Pune,Wheat,Sharbati,FAQ,4100,5200,4650,2023-02-28
2825,2826,Pune,Pune,Wheat,Sharbati,FAQ,4000,5400,4700,2023-03-01
1006,1007,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2250,2111,2023-03-02
3272,3273,Pune,Pune,Wheat,Sharbati,FAQ,3800,5500,4650,2023-03-03
1088,1089,Pune,Pune,Wheat,Sharbati,FAQ,4000,5500,4750,2023-03-04
792,793,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1950,2551,2050,2023-03-05
3024,3025,Pune,Shirur,Wheat,Other,FAQ,2100,2500,2350,2023-03-06
1739,1740,Pune,Shirur,Wheat,Other,FAQ,2400,2400,2400,2023-03-07
2826,2827,Pune,Pune,Wheat,Sharbati,FAQ,4000,5500,4750,2023-03-08
2869,2870,Pune,Shirur,Wheat,Other,FAQ,2100,2350,2350,2023-03-09
1362,1363,Pune,Pune,Wheat,Sharbati,FAQ,4200,5300,4750,2023-03-10
2287,2288,Pune,Pune,Wheat,Sharbati,FAQ,4200,5300,4750,2023-03-11
2227,2228,Pune,Indapur(Bhigwan),Wheat,Other,FAQ,1800,2700,2300,2023-03-12
767,768,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2211,2900,2500,2023-03-13
735,736,Pune,Shirur,Wheat,Other,FAQ,1800,1800,1800,2023-03-14
308,309,Pune,Nira(Saswad),Wheat,Other,FAQ,2200,3000,2600,2023-03-15
1297,1298,Pune,Indapur,Wheat,Other,FAQ,1900,2700,2500,2023-03-16
2279,2280,Pune,Shirur,Wheat,Other,FAQ,2050,2350,2250,2023-03-17
2229,2230,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,2261,2831,2281,2023-03-18
1285,1286,Pune,Dound,Wheat,Maharashtra 2189,FAQ,1950,2600,2200,2023-03-19
1342,1343,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4300,2023-03-20
2124,2125,Pune,Shirur,Wheat,Other,FAQ,2400,2600,2400,2023-03-21
1120,1121,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4200,2023-03-22
1258,1259,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2351,3270,2700,2023-03-23
1523,1524,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4250,2023-03-24
2712,2713,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4250,2023-03-25
2546,2547,Pune,Shirur,Wheat,Other,FAQ,2300,2500,2400,2023-03-26
2445,2446,Pune,Pune,Wheat,Sharbati,FAQ,4200,4500,4350,2023-03-27
1984,1985,Pune,Pune,Wheat,Sharbati,FAQ,4200,4500,4350,2023-03-28
2923,2924,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4250,2023-03-29
2216,2217,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2700,2200,2023-03-30
2827,2828,Pune,Pune,Wheat,Sharbati,FAQ,4100,4500,4300,2023-03-31
3077,3078,Pune,Pune,Wheat,Sharbati,FAQ,4100,4500,4300,2023-04-01
1438,1439,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2800,2300,2023-04-02
2436,2437,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4250,2023-04-03
567,568,Pune,Pune,Wheat,Sharbati,FAQ,4000,4500,4250,2023-04-04
2566,2567,Pune,Pune,Wheat,Sharbati,FAQ,4200,4600,4400,2023-04-05
1672,1673,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2600,2500,2023-04-06
2660,2661,Pune,Pune,Wheat,Sharbati,FAQ,4200,4600,4400,2023-04-07
1304,1305,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,2011,2711,2501,2023-04-08
3212,3213,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2701,2300,2023-04-09
1946,1947,Pune,Pune,Wheat,Sharbati,FAQ,4200,4600,4400,2023-04-10
2352,2353,Pune,Pune,Wheat,Sharbati,FAQ,2700,2900,2800,2023-04-11
1302,1303,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,2000,2775,2200,2023-04-12
589,590,Pune,Pune,Wheat,Sharbati,FAQ,4500,4800,4650,2023-04-13
379,380,Pune,Pune,Wheat,Sharbati,FAQ,4500,4800,4650,2023-04-14
1701,1702,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2023-04-15
2214,2215,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2801,2350,2023-04-16
1397,1398,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2700,2650,2023-04-17
2830,2831,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2023-04-18
2831,2832,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2023-04-19
1868,1869,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2600,2200,2023-04-20
2289,2290,Pune,Pune,Wheat,Sharbati,FAQ,4200,5400,4800,2023-04-21
2008,2009,Pune,Pune,Wheat,Sharbati,FAQ,4200,5400,4800,2023-04-22
516,517,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2700,2300,2023-04-23
3025,3026,Pune,Shirur,Wheat,Other,FAQ,2150,2600,2150,2023-04-24
1980,1981,Pune,Pune,Wheat,Sharbati,FAQ,4000,5500,4250,2023-04-25
1310,1311,Pune,Nira(Saswad),Wheat,Other,FAQ,2800,3300,3050,2023-04-26
398,399,Pune,Baramati,Wheat,Kalyan,FAQ,1900,2300,2200,2023-04-27
3336,3337,Pune,Shirur,Wheat,Other,FAQ,2000,2600,2600,2023-04-28
2285,2286,Pune,Pune,Wheat,Sharbati,FAQ,4000,5500,4750,2023-04-29
2081,2082,Pune,Shirur,Wheat,Other,FAQ,2000,2600,2600,2023-04-30
2387,2388,Pune,Pune,Wheat,Sharbati,FAQ,3800,5400,4600,2023-05-02
1484,1485,Pune,Nira(Saswad),Wheat,Other,FAQ,2900,3300,3100,2023-05-03
99,100,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2200,3100,2500,2023-05-04
3260,3261,Pune,Pune,Wheat,Sharbati,FAQ,3600,5200,4400,2023-05-05
2680,2681,Pune,Pune,Wheat,Sharbati,FAQ,3500,5000,4250,2023-05-06
630,631,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2500,2200,2023-05-07
441,442,Pune,Baramati,Wheat,Kalyan,FAQ,1500,2200,2170,2023-05-08
2351,2352,Pune,Pune,Wheat,Sharbati,FAQ,2700,2900,2800,2023-05-09
1889,1890,Pune,Pune,Wheat,Sharbati,FAQ,2800,3000,2900,2023-05-10
1596,1597,Pune,Baramati,Wheat,Kalyan,FAQ,1710,2250,2190,2023-05-11
3242,3243,Pune,Pune,Wheat,Sharbati,FAQ,2600,4900,4250,2023-05-12
1501,1502,Pune,Pune,Wheat,Sharbati,FAQ,3600,4800,4200,2023-05-13
999,1000,Pune,Baramati,Wheat,Kalyan,FAQ,1900,2225,2200,2023-05-15
1339,1340,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4200,2023-05-16
1928,1929,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4300,2023-05-17
1226,1227,Pune,Baramati,Wheat,Kalyan,FAQ,1900,2251,2200,2023-05-18
2561,2562,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4400,2023-05-19
1780,1781,Pune,Shirur,Wheat,Other,FAQ,2300,2500,2300,2023-05-20
762,763,Pune,Shirur,Wheat,Other,FAQ,2500,2600,2500,2023-05-21
1121,1122,Pune,Pune,Wheat,Sharbati,FAQ,3800,4600,4200,2023-05-22
2429,2430,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4150,2023-05-23
2636,2637,Pune,Pune,Wheat,Sharbati,FAQ,3800,4500,4150,2023-05-24
15,16,Pune,Baramati,Wheat,Kalyan,FAQ,1800,2220,2180,2023-05-25
1947,1948,Pune,Pune,Wheat,Sharbati,FAQ,4200,4600,4400,2023-05-26
355,356,Pune,Pune,Wheat,Sharbati,FAQ,3800,4800,4300,2023-05-27
1581,1582,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,3100,2300,2023-05-28
1472,1473,Pune,Pune,Wheat,Sharbati,FAQ,3600,4600,4100,2023-05-29
1341,1342,Pune,Pune,Wheat,Sharbati,FAQ,3800,4700,4250,2023-05-30
2439,2440,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4400,2023-05-31
1216,1217,Pune,Baramati,Wheat,Kalyan,FAQ,1810,2300,2250,2023-06-01
3118,3119,Pune,Shirur,Wheat,Other,FAQ,2000,2250,2000,2023-06-02
2927,2928,Pune,Pune,Wheat,Sharbati,FAQ,4000,4700,4350,2023-06-03
1810,1811,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2500,2300,2023-06-04
2653,2654,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4400,2023-06-05
1085,1086,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-06-06
2180,2181,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2023-06-07
447,448,Pune,Baramati,Wheat,Kalyan,FAQ,1800,2250,2200,2023-06-08
2654,2655,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-06-09
2929,2930,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-06-10
1867,1868,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2501,2300,2023-06-11
914,915,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2050,2801,2350,2023-06-12
1976,1977,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2023-06-13
2545,2546,Pune,Shirur,Wheat,Other,FAQ,2275,2300,2300,2023-06-14
16,17,Pune,Baramati,Wheat,Kalyan,FAQ,1800,2241,2200,2023-06-15
373,374,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2023-06-16
2988,2989,Pune,Pune,Wheat,Sharbati,FAQ,4200,4800,4500,2023-06-17
1870,1871,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2700,2400,2023-06-18
2278,2279,Pune,Shirur,Wheat,Other,FAQ,2000,2000,2000,2023-06-19
1973,1974,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-06-20
1970,1971,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4400,2023-06-21
631,632,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2500,2300,2023-06-22
1534,1535,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-06-23
1971,1972,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4400,2023-06-24
1869,1870,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2650,2300,2023-06-25
368,369,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-06-26
2658,2659,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2023-06-27
1940,1941,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-06-28
2771,2772,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2100,3076,2400,2023-06-29
2178,2179,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-06-30
2179,2180,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2023-07-01
287,288,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2400,2250,2023-07-02
261,262,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2100,3100,2350,2023-07-03
2005,2006,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2023-07-04
1086,1087,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2023-07-05
3211,3212,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2651,2300,2023-07-06
2719,2720,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-07-07
1975,1976,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2023-07-08
288,289,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2600,2300,2023-07-09
2006,2007,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2023-07-10
2562,2563,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-07-11
1935,1936,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4400,2023-07-12
515,516,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2000,2625,2300,2023-07-13
2568,2569,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2023-07-14
2560,2561,Pune,Pune,Wheat,Sharbati,FAQ,4000,4800,4400,2023-07-15
3214,3215,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2050,2700,2350,2023-07-16
765,766,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2200,2851,2400,2023-07-17
363,364,Pune,Pune,Wheat,Sharbati,FAQ,4000,4900,4450,2023-07-18
3071,3072,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-07-19
1139,1140,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-07-20
374,375,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2023-07-21
3233,3234,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,2150,2800,2611,2023-07-22
2282,2283,Pune,Shirur,Wheat,Other,FAQ,2500,2700,2700,2023-07-23
1146,1147,Pune,Pune,Wheat,Sharbati,FAQ,4200,5000,4600,2023-07-24
1974,1975,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-07-25
1482,1483,Pune,Nira(Saswad),Wheat,Other,FAQ,2700,3300,3000,2023-07-26
2176,2177,Pune,Pune,Wheat,Sharbati,FAQ,4000,5000,4500,2023-07-27
1959,1960,Pune,Pune,Wheat,Sharbati,FAQ,3800,5200,4500,2023-07-28
816,817,Pune,Indapur(Nimgaon Ketki),Wheat,Maharashtra 2189,FAQ,2451,2451,2451,2023-07-29
2959,2960,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2125,2701,2400,2023-07-30
1668,1669,Pune,Baramati,Wheat,Kalyan,FAQ,1951,2330,2275,2023-07-31
2930,2931,Pune,Pune,Wheat,Sharbati,FAQ,4000,5200,4600,2023-08-01
1148,1149,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2023-08-02
890,891,Pune,Baramati,Wheat,Kalyan,FAQ,1900,2350,2200,2023-08-03
2839,2840,Pune,Pune,Wheat,Sharbati,FAQ,4500,5300,4900,2023-08-04
2298,2299,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2023-08-05
1439,1440,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2051,2800,2500,2023-08-06
2248,2249,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2023-08-07
2509,2510,Pune,Pune,Wheat,Sharbati,FAQ,4300,5800,4900,2023-08-08
2731,2732,Pune,Pune,Wheat,Sharbati,FAQ,4500,5600,5050,2023-08-09
2218,2219,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2200,2500,2400,2023-08-10
380,381,Pune,Pune,Wheat,Sharbati,FAQ,4500,5300,4900,2023-08-11
1708,1709,Pune,Pune,Wheat,Sharbati,FAQ,4500,5600,5050,2023-08-12
2815,2816,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2500,2400,2023-08-13
157,158,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2250,2800,2650,2023-08-14
2817,2818,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2700,2400,2023-08-17
1700,1701,Pune,Pune,Wheat,Sharbati,FAQ,4400,5200,4800,2023-08-18
2090,2091,Pune,Pune,Wheat,Sharbati,FAQ,4500,5200,4850,2023-08-19
1440,1441,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2731,2651,2023-08-20
2010,2011,Pune,Pune,Wheat,Sharbati,FAQ,4300,5000,4650,2023-08-21
3086,3087,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2023-08-22
2244,2245,Pune,Pune,Wheat,Sharbati,FAQ,4500,5200,4850,2023-08-23
8,9,Pune,Baramati,Wheat,Kalyan,FAQ,1700,2450,2400,2023-08-24
2296,2297,Pune,Pune,Wheat,Sharbati,FAQ,4500,5200,4850,2023-08-25
2089,2090,Pune,Pune,Wheat,Sharbati,FAQ,4500,5000,4750,2023-08-26
519,520,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2550,2400,2023-08-27
3088,3089,Pune,Pune,Wheat,Sharbati,FAQ,4500,5200,4850,2023-08-28
712,713,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2023-08-29
600,601,Pune,Pune,Wheat,Sharbati,FAQ,4800,5200,5000,2023-08-30
799,800,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2550,2400,2023-08-31
2095,2096,Pune,Pune,Wheat,Sharbati,FAQ,4600,5200,4900,2023-09-01
2016,2017,Pune,Pune,Wheat,Sharbati,FAQ,4400,5400,4900,2023-09-02
1585,1586,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2200,2700,2450,2023-09-03
2293,2294,Pune,Pune,Wheat,Sharbati,FAQ,4300,5500,4900,2023-09-04
592,593,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2023-09-05
583,584,Pune,Pune,Wheat,Sharbati,FAQ,4300,5500,4900,2023-09-06
1035,1036,Pune,Baramati,Wheat,Maharashtra 2189,FAQ,2200,3051,2500,2023-09-07
3080,3081,Pune,Pune,Wheat,Sharbati,FAQ,4200,5200,4700,2023-09-08
2013,2014,Pune,Pune,Wheat,Sharbati,FAQ,4300,5500,4900,2023-09-09
3218,3219,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2200,2800,2450,2023-09-10
29,30,Pune,Baramati,Wheat,Kalyan,FAQ,2000,2500,2400,2023-09-11
1364,1365,Pune,Pune,Wheat,Sharbati,FAQ,4200,5500,4850,2023-09-12
3081,3082,Pune,Pune,Wheat,Sharbati,FAQ,4200,5600,4900,2023-09-13
1814,1815,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2725,2400,2023-09-14
2291,2292,Pune,Pune,Wheat,Sharbati,FAQ,4200,5600,4900,2023-09-15
1991,1992,Pune,Pune,Wheat,Sharbati,FAQ,4300,5500,4900,2023-09-16
1872,1873,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2650,2350,2023-09-17
1706,1707,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2023-09-18
1361,1362,Pune,Pune,Wheat,Sharbati,FAQ,4000,5500,4750,2023-09-19
2571,2572,Pune,Pune,Wheat,Sharbati,FAQ,4200,5500,4850,2023-09-20
1441,1442,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2851,2400,2023-09-21
2009,2010,Pune,Pune,Wheat,Sharbati,FAQ,4200,5600,4900,2023-09-22
1366,1367,Pune,Pune,Wheat,Sharbati,FAQ,4300,5500,4900,2023-09-23
520,521,Pune,Dound,Wheat,Maharashtra 2189,FAQ,2100,2625,2400,2023-09-24
2251,2252,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2023-09-25
2093,2094,Pune,Pune,Wheat,Sharbati,FAQ,4500,5500,5000,2023-09-26
