,Sl_no,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max Price (Rs./Quintal),Modal_Price,Price_Date
6782,6783,Pune,Manchar,Onion,Other,FAQ,1200,1800,1500,2022-06-21
10404,10405,Pune,Pune(Manjri),Onion,Local,FAQ,400,600,500,2022-06-22
8298,8299,Pune,Junnar(Narayangaon),Onion,Other,FAQ,200,1000,600,2022-06-23
6187,6188,Pune,Pune,Onion,Local,FAQ,500,1700,1100,2022-06-24
7574,7575,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1400,1200,2022-06-25
9577,9578,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1600,1300,2022-06-26
2917,2918,Pune,Pune(Moshi),Onion,Local,FAQ,300,1300,800,2022-06-27
288,289,Pune,Junnar(Narayangaon),Onion,Other,FAQ,210,1400,1000,2022-06-28
6976,6977,Pune,Junnar(Narayangaon),Onion,Other,FAQ,250,1310,900,2022-06-29
5800,5801,Pune,Junnar(Otur),Onion,Other,FAQ,800,1800,1300,2022-06-30
4249,4250,Pune,Pune,Onion,Local,FAQ,500,1600,1050,2022-07-01
3856,3857,Pune,Junnar(Narayangaon),Onion,Other,FAQ,250,1510,1000,2022-07-02
8186,8187,Pune,Pune(Pimpri),Onion,Local,FAQ,800,1200,1000,2022-07-03
8094,8095,Pune,Junnar(Narayangaon),Onion,Other,FAQ,200,1110,801,2022-07-04
1659,1660,Pune,Pune(Manjri),Onion,Local,FAQ,400,600,500,2022-07-05
5555,5556,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1500,1250,2022-07-06
2109,2110,Pune,Junnar(Otur),Onion,Other,FAQ,700,1750,1200,2022-07-07
6701,6702,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1500,1250,2022-07-08
9792,9793,Pune,Pune(Moshi),Onion,Local,FAQ,700,1600,1150,2022-07-09
1228,1229,Pune,Junnar(Alephata),Onion,Other,FAQ,1100,1800,1400,2022-07-10
1253,1254,Pune,Junnar(Narayangaon),Onion,Other,FAQ,250,1510,1001,2022-07-11
287,288,Pune,Junnar(Narayangaon),Onion,Other,FAQ,200,1650,1200,2022-07-12
8530,8531,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1500,1250,2022-07-13
2949,2950,Pune,Pune(Moshi),Onion,Local,FAQ,500,1600,1050,2022-07-14
1990,1991,Pune,Junnar(Alephata),Onion,Other,FAQ,1200,1850,1500,2022-07-15
7009,7010,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1600,1300,2022-07-16
8336,8337,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1500,1250,2022-07-17
6458,6459,Pune,Pune(Manjri),Onion,Local,FAQ,500,700,600,2022-07-18
10624,10625,Pune,Pune(Moshi),Onion,Local,FAQ,500,1400,950,2022-07-19
5323,5324,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,1700,1400,2022-07-20
1134,1135,Pune,Junnar,Onion,Other,FAQ,1000,1800,1500,2022-07-21
9678,9679,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1600,1400,2022-07-22
11143,11144,Pune,Pune(Moshi),Onion,Local,FAQ,400,1000,700,2022-07-23
2945,2946,Pune,Pune(Moshi),Onion,Local,FAQ,500,1200,850,2022-07-24
141,142,Pune,Junnar(Narayangaon),Onion,Other,FAQ,100,1400,901,2022-07-25
5123,5124,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1400,1200,2022-07-26
2045,2046,Pune,Indapur,Onion,Red,FAQ,100,1225,600,2022-07-27
142,143,Pune,Junnar(Narayangaon),Onion,Other,FAQ,100,1400,901,2022-07-28
10638,10639,Pune,Pune(Moshi),Onion,Local,FAQ,600,1200,900,2022-07-29
286,287,Pune,Junnar(Narayangaon),Onion,Other,FAQ,200,1520,1001,2022-07-30
801,802,Pune,Junnar(Otur),Onion,Other,FAQ,800,1600,1300,2022-07-31
9868,9869,Pune,Pune(Manjri),Onion,Local,FAQ,1100,1700,1400,2022-08-01
2533,2534,Pune,Pune,Onion,Local,FAQ,600,1500,1050,2022-08-02
8325,8326,Pune,Khed(Chakan),Onion,Other,FAQ,800,1400,1000,2022-08-03
7585,7586,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1500,1350,2022-08-04
9947,9948,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1200,1100,2022-08-05
4688,4689,Pune,Pune(Moshi),Onion,Local,FAQ,500,1000,750,2022-08-06
7153,7154,Pune,Khed(Chakan),Onion,Other,FAQ,800,1400,1100,2022-08-07
1615,1616,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1300,1250,2022-08-08
6273,6274,Pune,Pune(Khadiki),Onion,Local,FAQ,1100,1500,1300,2022-08-09
824,825,Pune,Pune,Onion,Local,FAQ,600,1500,1050,2022-08-10
6112,6113,Pune,Pune,Onion,Local,FAQ,500,1500,1000,2022-08-11
7003,7004,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1400,1200,2022-08-12
5720,5721,Pune,Junnar(Narayangaon),Onion,Other,FAQ,500,1370,800,2022-08-13
9840,9841,Pune,Pune(Manjri),Onion,Local,FAQ,800,1100,1000,2022-08-14
106,107,Pune,Junnar,Onion,Other,FAQ,1000,1700,1400,2022-08-15
150,151,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,1500,1000,2022-08-16
5198,5199,Pune,Indapur,Onion,Red,FAQ,200,1500,700,2022-08-17
1691,1692,Pune,Pune(Manjri),Onion,Local,FAQ,1100,1600,1300,2022-08-18
3253,3254,Pune,Pune(Pimpri),Onion,Local,FAQ,1400,1400,1400,2022-08-19
157,158,Pune,Junnar(Narayangaon),Onion,Other,FAQ,500,1600,1000,2022-08-20
3473,3474,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1300,1250,2022-08-21
10460,10461,Pune,Pune(Moshi),Onion,Local,FAQ,400,1000,700,2022-08-22
296,297,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,1300,800,2022-08-23
2304,2305,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1500,1250,2022-08-24
10349,10350,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1300,1150,2022-08-25
3055,3056,Pune,Pune(Pimpri),Onion,Local,FAQ,800,1200,1000,2022-08-26
7584,7585,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1400,1300,2022-08-27
10248,10249,Pune,Pune(Manjri),Onion,Local,FAQ,1100,1700,1500,2022-08-28
3541,3542,Pune,Pune(Manjri),Onion,Local,FAQ,1100,1700,1500,2022-08-29
9498,9499,Pune,Pune(Moshi),Onion,Local,FAQ,500,1200,850,2022-08-30
7159,7160,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1500,1250,2022-08-31
6083,6084,Pune,Manchar,Onion,Other,FAQ,1050,1500,1250,2022-09-01
1502,1503,Pune,Pune,Onion,Local,FAQ,600,1600,1100,2022-09-02
10568,10569,Pune,Pune(Pimpri),Onion,Local,FAQ,1200,1200,1200,2022-09-03
3069,3070,Pune,Pune(Moshi),Onion,Local,FAQ,400,1000,700,2022-09-04
1335,1336,Pune,Junnar,Onion,Other,FAQ,600,1500,1000,2022-09-05
2805,2806,Pune,Pune(Manjri),Onion,Local,FAQ,1100,1500,1300,2022-09-06
6378,6379,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2022-09-07
4856,4857,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1500,1250,2022-09-08
3478,3479,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1500,1350,2022-09-09
10127,10128,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1200,1100,2022-09-10
10878,10879,Pune,Pune(Moshi),Onion,Local,FAQ,400,1100,750,2022-09-11
6465,6466,Pune,Pune(Manjri),Onion,Local,FAQ,600,1100,800,2022-09-12
5956,5957,Pune,Khed(Chakan),Onion,Other,FAQ,800,1400,1100,2022-09-13
7599,7600,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,800,2022-09-14
5866,5867,Pune,Junnar(Otur),Onion,Other,FAQ,800,1630,1300,2022-09-15
9483,9484,Pune,Pune(Moshi),Onion,Local,FAQ,400,1400,900,2022-09-16
5115,5116,Pune,Khed(Chakan),Onion,Other,FAQ,800,1300,1100,2022-09-17
2106,2107,Pune,Junnar(Otur),Onion,Other,FAQ,600,1600,1200,2022-09-18
9154,9155,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1400,1200,2022-09-19
9905,9906,Pune,Pune,Onion,Local,FAQ,500,1500,1000,2022-09-20
9572,9573,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1200,1100,2022-09-21
10231,10232,Pune,Pune(Manjri),Onion,Local,FAQ,800,1500,1200,2022-09-22
8737,8738,Pune,Pune,Onion,Local,FAQ,600,1500,1050,2022-09-23
9026,9027,Pune,Pune(Manjri),Onion,Local,FAQ,600,1400,1100,2022-09-24
1674,1675,Pune,Pune(Manjri),Onion,Local,FAQ,600,1400,1000,2022-09-25
9359,9360,Pune,Pune(Manjri),Onion,Local,FAQ,900,1500,1300,2022-09-26
7802,7803,Pune,Pune(Manjri),Onion,Local,FAQ,600,1300,1100,2022-09-27
7423,7424,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1400,1300,2022-09-28
5101,5102,Pune,Junnar(Otur),Onion,Other,FAQ,1200,2250,1600,2022-09-29
10002,10003,Pune,Pune(Moshi),Onion,Local,FAQ,500,1500,1000,2022-09-30
10681,10682,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1200,1100,2022-10-01
1584,1585,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1400,1050,2022-10-02
996,997,Pune,Pune(Khadiki),Onion,Local,FAQ,600,1300,950,2022-10-03
7933,7934,Pune,Pune(Moshi),Onion,Local,FAQ,400,1000,700,2022-10-04
8109,8110,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,2000,1500,2022-10-05
2861,2862,Pune,Pune(Manjri),Onion,Local,FAQ,500,1300,900,2022-10-06
8361,8362,Pune,Pune(Moshi),Onion,Local,FAQ,500,1300,900,2022-10-07
2179,2180,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,1710,1500,2022-10-08
3221,3222,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1500,1250,2022-10-09
3383,3384,Pune,Pune,Onion,Local,FAQ,800,2100,1450,2022-10-10
4953,4954,Pune,Pune(Manjri),Onion,Local,FAQ,1000,1700,1500,2022-10-11
8481,8482,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1400,1200,2022-10-12
5981,5982,Pune,Khed(Chakan),Onion,Other,FAQ,1200,2000,1600,2022-10-13
2326,2327,Pune,Khed(Chakan),Onion,Other,FAQ,1200,2000,1700,2022-10-14
1263,1264,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,2400,1500,2022-10-15
1686,1687,Pune,Pune(Manjri),Onion,Local,FAQ,1000,1500,1300,2022-10-16
9056,9057,Pune,Pune(Manjri),Onion,Local,FAQ,1100,1500,1300,2022-10-17
5484,5485,Pune,Pune(Moshi),Onion,Local,FAQ,500,1800,1150,2022-10-18
7572,7573,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1300,1150,2022-10-19
388,389,Pune,Junnar(Otur),Onion,Other,FAQ,900,2600,1750,2022-10-20
10730,10731,Pune,Pune(Manjri),Onion,Local,FAQ,400,1700,1300,2022-10-21
1057,1058,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1500,1250,2022-10-22
9057,9058,Pune,Pune(Manjri),Onion,Local,FAQ,1100,1500,1300,2022-10-23
4740,4741,Pune,Pune(Pimpri),Onion,Local,FAQ,800,1400,1100,2022-10-24
8110,8111,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,2000,1500,2022-10-25
7188,7189,Pune,Khed(Chakan),Onion,Other,FAQ,1500,2200,1800,2022-10-26
10899,10900,Pune,Pune(Moshi),Onion,Local,FAQ,500,2000,1250,2022-10-27
39,40,Pune,Junnar,Onion,Other,FAQ,1700,3200,2500,2022-10-28
10696,10697,Pune,Pune(Pimpri),Onion,Local,FAQ,1200,2300,1750,2022-10-29
811,812,Pune,Junnar(Otur),Onion,Other,FAQ,1500,4000,2600,2022-10-30
3158,3159,Pune,Pune(Pimpri),Onion,Local,FAQ,2000,3000,2500,2022-10-31
8837,8838,Pune,Pune,Onion,Local,FAQ,1000,3200,2100,2022-11-01
4199,4200,Pune,Junnar(Narayangaon),Onion,Other,FAQ,500,3600,2500,2022-11-02
2273,2274,Pune,Junnar(Otur),Onion,Other,FAQ,1400,3500,2200,2022-11-03
10704,10705,Pune,Pune(Pimpri),Onion,Local,FAQ,1500,2500,2000,2022-11-04
9443,9444,Pune,Pune(Manjri),Onion,Local,FAQ,1700,3400,2200,2022-11-05
10908,10909,Pune,Pune(Moshi),Onion,Local,FAQ,700,2300,1500,2022-11-06
11013,11014,Pune,Pune(Khadiki),Onion,Local,FAQ,1800,2000,1900,2022-11-07
278,279,Pune,Junnar(Alephata),Onion,Other,FAQ,1500,3000,2200,2022-11-08
7737,7738,Pune,Indapur,Onion,Red,FAQ,200,2750,1500,2022-11-09
9796,9797,Pune,Pune(Moshi),Onion,Local,FAQ,700,2200,1450,2022-11-10
769,770,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,2210,1500,2022-11-11
2171,2172,Pune,Junnar(Narayangaon),Onion,Other,FAQ,200,2000,1500,2022-11-12
3388,3389,Pune,Pune,Onion,Local,FAQ,800,2600,1700,2022-11-13
9440,9441,Pune,Pune(Manjri),Onion,Local,FAQ,1700,2600,2200,2022-11-14
8607,8608,Pune,Khed(Chakan),Onion,Other,FAQ,1200,2200,1700,2022-11-15
4830,4831,Pune,Pune(Pimpri),Onion,Local,FAQ,1600,2000,1800,2022-11-16
10369,10370,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,2110,1650,2022-11-17
7185,7186,Pune,Khed(Chakan),Onion,Other,FAQ,1200,2200,1800,2022-11-18
5978,5979,Pune,Khed(Chakan),Onion,Other,FAQ,1200,2000,1500,2022-11-19
7073,7074,Pune,Junnar(Otur),Onion,Other,FAQ,600,2110,1500,2022-11-20
6209,6210,Pune,Pune,Onion,Local,FAQ,700,2100,1400,2022-11-21
9857,9858,Pune,Pune(Manjri),Onion,Local,FAQ,800,1800,1600,2022-11-22
7577,7578,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,2100,1500,2022-11-23
10873,10874,Pune,Pune(Moshi),Onion,Local,FAQ,300,1600,950,2022-11-24
2048,2049,Pune,Indapur,Onion,Red,FAQ,200,2000,1000,2022-11-25
951,952,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1700,1400,2022-11-26
1140,1141,Pune,Junnar,Onion,Other,FAQ,1250,2200,1800,2022-11-27
3376,3377,Pune,Pune,Onion,Local,FAQ,700,1900,1300,2022-11-28
2426,2427,Pune,Manchar,Onion,Other,FAQ,1000,2010,1500,2022-11-29
6198,6199,Pune,Pune,Onion,Local,FAQ,600,1800,1200,2022-11-30
336,337,Pune,Khed(Chakan),Onion,Other,FAQ,800,1500,1200,2022-12-01
3947,3948,Pune,Khed(Chakan),Onion,Other,FAQ,800,1700,1400,2022-12-02
5553,5554,Pune,Pune(Pimpri),Onion,Local,FAQ,1000,1400,1200,2022-12-03
7564,7565,Pune,Pune(Khadiki),Onion,Local,FAQ,800,1500,1250,2022-12-04
3597,3598,Pune,Pune(Moshi),Onion,Local,FAQ,300,1400,850,2022-12-05
5459,5460,Pune,Pune(Moshi),Onion,Local,FAQ,300,1100,700,2022-12-06
11069,11070,Pune,Pune(Manjri),Onion,Local,FAQ,800,1500,1100,2022-12-07
1438,1439,Pune,Manchar,Onion,Other,FAQ,700,1300,1010,2022-12-08
49,50,Pune,Junnar(Alephata),Onion,Other,FAQ,500,1710,1200,2022-12-09
1023,1024,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1400,1300,2022-12-10
249,250,Pune,Junnar(Otur),Onion,Other,FAQ,800,1600,1200,2022-12-11
7680,7681,Pune,Pune(Moshi),Onion,Local,FAQ,300,1200,750,2022-12-12
8095,8096,Pune,Junnar(Narayangaon),Onion,Other,FAQ,200,1150,800,2022-12-13
3853,3854,Pune,Junnar(Narayangaon),Onion,Other,FAQ,200,1310,800,2022-12-14
1343,1344,Pune,Junnar,Onion,Other,FAQ,900,1600,1000,2022-12-15
3818,3819,Pune,Junnar(Alephata),Onion,Other,FAQ,500,1750,1200,2022-12-16
10372,10373,Pune,Pune(Khadiki),Onion,Local,FAQ,1300,1500,1350,2022-12-17
9337,9338,Pune,Pune(Manjri),Onion,Local,FAQ,600,1100,800,2022-12-18
9782,9783,Pune,Pune(Moshi),Onion,Local,FAQ,500,1500,1000,2022-12-19
11062,11063,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2022-12-20
2543,2544,Pune,Pune,Onion,Local,FAQ,600,1800,1200,2022-12-21
476,477,Pune,Junnar,Onion,Other,FAQ,1000,3000,2000,2022-12-22
1512,1513,Pune,Pune,Onion,Local,FAQ,600,2200,1400,2022-12-23
7579,7580,Pune,Pune(Khadiki),Onion,Local,FAQ,1100,1300,1200,2022-12-24
9846,9847,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2022-12-25
2687,2688,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1400,1300,2022-12-26
724,725,Pune,Manchar,Onion,Other,FAQ,1200,2300,1750,2022-12-27
3529,3530,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2022-12-28
5987,5988,Pune,Khed(Chakan),Onion,Other,FAQ,1500,2100,1800,2022-12-29
80,81,Pune,Indapur,Onion,Red,FAQ,200,1900,1100,2022-12-30
6261,6262,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1400,1200,2022-12-31
117,118,Pune,Junnar(Alephata),Onion,Other,FAQ,950,2210,1450,2023-01-01
1599,1600,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1300,1150,2023-01-02
1027,1028,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1600,1400,2023-01-03
4611,4612,Pune,Pune,Onion,Local,FAQ,600,2000,1300,2023-01-04
5984,5985,Pune,Khed(Chakan),Onion,Other,FAQ,1300,2000,1700,2023-01-06
9290,9291,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,1600,1500,2023-01-07
10889,10890,Pune,Pune(Moshi),Onion,Local,FAQ,500,1400,950,2023-01-08
6023,6024,Pune,Manchar,Onion,Other,FAQ,1300,2110,1705,2023-01-10
11081,11082,Pune,Pune(Manjri),Onion,Local,FAQ,1100,1700,1300,2023-01-11
7301,7302,Pune,Pune,Onion,Local,FAQ,600,1700,1150,2023-01-12
7043,7044,Pune,Junnar(Narayangaon),Onion,Other,FAQ,500,2000,1500,2023-01-13
4422,4423,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1600,1400,2023-01-14
2889,2890,Pune,Pune(Manjri),Onion,Local,FAQ,1100,1500,1300,2023-01-15
7626,7627,Pune,Pune(Manjri),Onion,Local,FAQ,1100,2200,1300,2023-01-17
8914,8915,Pune,Pune(Khadiki),Onion,Local,FAQ,1200,1500,1350,2023-01-18
4015,4016,Pune,Junnar,Onion,Other,FAQ,1000,2000,1500,2023-01-19
10813,10814,Pune,Pune(Manjri),Onion,Local,FAQ,1300,1700,1500,2023-01-20
2928,2929,Pune,Pune(Moshi),Onion,Local,FAQ,400,1400,900,2023-01-21
836,837,Pune,Pune,Onion,Local,FAQ,700,1800,1250,2023-01-22
5830,5831,Pune,Junnar(Narayangaon),Onion,Other,FAQ,500,2000,1500,2023-01-23
362,363,Pune,Khed(Chakan),Onion,Other,FAQ,1200,1700,1450,2023-01-24
2197,2198,Pune,Khed(Chakan),Onion,Other,FAQ,1200,1700,1450,2023-01-25
8300,8301,Pune,Junnar(Otur),Onion,Other,FAQ,800,2120,1500,2023-01-26
3640,3641,Pune,Pune(Moshi),Onion,Local,FAQ,700,1300,1000,2023-01-27
4134,4135,Pune,Junnar(Narayangaon),Onion,Other,FAQ,500,2000,1500,2023-01-28
8135,8136,Pune,Junnar(Otur),Onion,Other,FAQ,500,2170,1300,2023-01-29
151,152,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,1500,1000,2023-01-30
9899,9900,Pune,Pune,Onion,Local,FAQ,500,1300,900,2023-01-31
7759,7760,Pune,Pune(Khadiki),Onion,Local,FAQ,1400,1500,1450,2023-02-01
473,474,Pune,Junnar,Onion,Other,FAQ,900,1300,1100,2023-02-02
1278,1279,Pune,Junnar(Narayangaon),Onion,Other,FAQ,600,1400,1000,2023-02-03
6384,6385,Pune,Pune(Khadiki),Onion,Local,FAQ,1000,1300,1150,2023-02-04
8334,8335,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1400,1200,2023-02-05
2747,2748,Pune,Pune(Khadiki),Onion,Local,FAQ,1100,1300,1200,2023-02-06
5122,5123,Pune,Khed(Chakan),Onion,Other,FAQ,1000,1400,1200,2023-02-07
4784,4785,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1200,950,2023-02-08
148,149,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,1250,800,2023-02-09
9843,9844,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2023-02-10
2667,2668,Pune,Pune(Khadiki),Onion,Local,FAQ,800,1300,1050,2023-02-11
3821,3822,Pune,Junnar(Alephata),Onion,Other,FAQ,600,1300,1000,2023-02-12
4675,4676,Pune,Pune(Moshi),Onion,Local,FAQ,300,1000,650,2023-02-13
1825,1826,Pune,Pune(Pimpri),Onion,Local,FAQ,600,1200,900,2023-02-14
6106,6107,Pune,Pune,Onion,Local,FAQ,500,1200,850,2023-02-15
797,798,Pune,Junnar(Otur),Onion,Other,FAQ,700,1310,1000,2023-02-16
4379,4380,Pune,Khed(Chakan),Onion,Other,FAQ,900,1200,1000,2023-02-17
6907,6908,Pune,Junnar,Onion,Other,FAQ,700,1200,1000,2023-02-18
7944,7945,Pune,Pune(Moshi),Onion,Local,FAQ,500,800,650,2023-02-19
1591,1592,Pune,Pune(Khadiki),Onion,Local,FAQ,800,1200,1000,2023-02-20
7805,7806,Pune,Pune(Manjri),Onion,Local,FAQ,800,1100,900,2023-02-21
2174,2175,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,1000,700,2023-02-22
10943,10944,Pune,Pune(Pimpri),Onion,Local,FAQ,600,1000,800,2023-02-23
5006,5007,Pune,Pune(Moshi),Onion,Local,FAQ,200,800,500,2023-02-24
7675,7676,Pune,Pune(Moshi),Onion,Local,FAQ,300,800,550,2023-02-25
5419,5420,Pune,Junnar(Otur),Onion,Other,FAQ,500,1150,900,2023-02-26
2877,2878,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2023-02-27
1968,1969,Pune,Junnar(Alephata),Onion,Other,FAQ,400,1300,900,2023-02-28
7364,7365,Pune,Pune(Khadiki),Onion,Local,FAQ,500,1000,750,2023-03-01
7466,7467,Pune,Pune(Manjri),Onion,Local,FAQ,600,1100,800,2023-03-02
6638,6639,Pune,Junnar(Narayangaon),Onion,Other,FAQ,500,1100,800,2023-03-03
7472,7473,Pune,Pune(Manjri),Onion,Local,FAQ,800,1100,900,2023-03-04
7125,7126,Pune,Manchar,Onion,Other,FAQ,1000,1510,1255,2023-03-05
9563,9564,Pune,Pune(Pimpri),Onion,Local,FAQ,800,1000,900,2023-03-06
3204,3205,Pune,Pune(Pimpri),Onion,Local,FAQ,700,900,800,2023-03-07
7476,7477,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2023-03-08
10946,10947,Pune,Pune(Pimpri),Onion,Local,FAQ,800,800,800,2023-03-09
2904,2905,Pune,Pune(Moshi),Onion,Local,FAQ,200,800,500,2023-03-10
9619,9620,Pune,Pune(Moshi),Onion,Local,FAQ,200,800,500,2023-03-11
9560,9561,Pune,Pune(Pimpri),Onion,Local,FAQ,800,800,800,2023-03-12
3523,3524,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2023-03-13
2739,2740,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2023-03-14
6992,6993,Pune,Khed(Chakan),Onion,Other,FAQ,800,1400,1100,2023-03-15
9465,9466,Pune,Pune(Moshi),Onion,Local,FAQ,300,800,550,2023-03-16
8870,8871,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1100,800,2023-03-17
5057,5058,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,1350,800,2023-03-18
6597,6598,Pune,Pune(Moshi),Onion,Local,FAQ,200,800,500,2023-03-19
7559,7560,Pune,Pune(Khadiki),Onion,Local,FAQ,800,1200,1000,2023-03-20
5107,5108,Pune,Khed(Chakan),Onion,Other,FAQ,700,1100,900,2023-03-21
4581,4582,Pune,Pune,Onion,Local,FAQ,500,1100,800,2023-03-22
5072,5073,Pune,Junnar(Narayangaon),Onion,Other,FAQ,600,1210,900,2023-03-23
9749,9750,Pune,Pune(Moshi),Onion,Local,FAQ,300,900,600,2023-03-24
8193,8194,Pune,Pune(Manjri),Onion,Local,FAQ,800,1300,1100,2023-03-25
1676,1677,Pune,Pune(Manjri),Onion,Local,FAQ,800,1100,900,2023-03-26
7398,7399,Pune,Pune(Khadiki),Onion,Local,FAQ,900,1400,1150,2023-03-27
1744,1745,Pune,Pune(Moshi),Onion,Local,FAQ,200,1000,600,2023-03-28
8176,8177,Pune,Pune(Pimpri),Onion,Local,FAQ,600,800,700,2023-03-29
1434,1435,Pune,Manchar,Onion,Other,FAQ,700,1050,875,2023-03-30
7363,7364,Pune,Pune(Khadiki),Onion,Local,FAQ,500,800,650,2023-03-31
2656,2657,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1000,850,2023-04-01
1828,1829,Pune,Pune(Pimpri),Onion,Local,FAQ,700,700,700,2023-04-02
11197,11198,Pune,Pune(Pimpri),Onion,Local,FAQ,600,1000,800,2023-04-03
10207,10208,Pune,Pune(Moshi),Onion,Local,FAQ,300,1000,650,2023-04-04
6464,6465,Pune,Pune(Manjri),Onion,Local,FAQ,600,1100,800,2023-04-05
9106,9107,Pune,Pune(Moshi),Onion,Local,FAQ,200,800,500,2023-04-06
8101,8102,Pune,Junnar(Narayangaon),Onion,Other,FAQ,300,1200,800,2023-04-07
10113,10114,Pune,Pune(Pimpri),Onion,Local,FAQ,700,800,750,2023-04-08
7553,7554,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1100,900,2023-04-09
4527,4528,Pune,Pune(Manjri),Onion,Local,FAQ,600,1100,800,2023-04-10
2655,2656,Pune,Pune(Khadiki),Onion,Local,FAQ,600,1000,800,2023-04-11
817,818,Pune,Khed(Chakan),Onion,Other,FAQ,700,1000,850,2023-04-12
2376,2377,Pune,Pune,Onion,Local,FAQ,300,900,600,2023-04-13
9332,9333,Pune,Pune(Manjri),Onion,Local,FAQ,400,1100,800,2023-04-14
2657,2658,Pune,Pune(Khadiki),Onion,Local,FAQ,700,1000,850,2023-04-15
6456,6457,Pune,Pune(Manjri),Onion,Local,FAQ,400,1100,800,2023-04-16
748,749,Pune,Pune,Onion,Local,FAQ,300,900,600,2023-04-17
9253,9254,Pune,Pune(Pimpri),Onion,Local,FAQ,700,1000,850,2023-04-18
9839,9840,Pune,Pune(Manjri),Onion,Local,FAQ,800,1100,900,2023-04-19
8318,8319,Pune,Khed(Chakan),Onion,Other,FAQ,700,1000,850,2023-04-20
2377,2378,Pune,Pune,Onion,Local,FAQ,300,900,600,2023-04-21
1830,1831,Pune,Pune(Pimpri),Onion,Local,FAQ,700,700,700,2023-04-22
2383,2384,Pune,Pune,Onion,Local,FAQ,400,900,650,2023-04-23
11199,11200,Pune,Pune(Pimpri),Onion,Local,FAQ,700,700,700,2023-04-24
